2011-02-01	6	1	EIRE
2011-02-01	6	1	Germany
2011-02-01	6	3	others
2011-02-01	6	39	United Kingdom
2011-02-01	7	1	EIRE
2011-02-01	7	2	France
2011-02-01	7	2	Germany
2011-02-01	7	3	others
2011-02-01	7	43	United Kingdom
2011-02-01	8	1	EIRE
2011-02-01	8	3	Germany
2011-02-01	8	2	others
2011-02-01	8	33	United Kingdom
2011-02-01	9	1	EIRE
2011-02-01	9	5	France
2011-02-01	9	3	Germany
2011-02-01	9	3	others
2011-02-01	9	48	United Kingdom
2011-02-01	10	1	Germany
2011-02-01	10	11	United Kingdom
2011-03-01	0	5	France
2011-03-01	0	2	Germany
2011-03-01	0	19	others
2011-03-01	0	286	United Kingdom
2011-03-01	1	1	France
2011-03-01	1	27	United Kingdom
2011-03-01	2	2	France
2011-03-01	2	1	others
2011-03-01	2	64	United Kingdom
2011-03-01	3	1	France
2011-03-01	3	6	others
2011-03-01	3	48	United Kingdom
2011-03-01	4	1	France
2011-03-01	4	2	others
2011-03-01	4	48	United Kingdom
2011-03-01	5	1	France
2011-03-01	5	4	others
2011-03-01	5	40	United Kingdom
2011-03-01	6	2	France
2011-03-01	6	2	others
2011-03-01	6	56	United Kingdom
2011-03-01	7	3	France
2011-03-01	7	1	Germany
2011-03-01	7	3	others
2011-03-01	7	46	United Kingdom
2011-03-01	8	2	France
2011-03-01	8	1	Germany
2011-03-01	8	4	others
2011-03-01	8	62	United Kingdom
2011-03-01	9	20	United Kingdom
2011-04-01	0	4	France
2011-04-01	0	5	Germany
2011-04-01	0	12	others
2011-04-01	0	209	United Kingdom
2011-04-01	1	1	France
2011-04-01	1	1	Germany
2011-04-01	1	1	others
2011-04-01	1	27	United Kingdom
2011-04-01	2	1	Germany
2011-04-01	2	1	others
2011-04-01	2	35	United Kingdom
2011-04-01	3	1	Germany
2011-04-01	3	38	United Kingdom
2011-04-01	4	1	France
2011-04-01	4	2	Germany
2011-04-01	4	1	others
2011-04-01	4	33	United Kingdom
2011-04-01	5	2	France
2011-04-01	5	2	Germany
2011-04-01	5	2	others
2011-04-01	5	41	United Kingdom
2011-04-01	6	2	Germany
2011-04-01	6	1	others
2011-04-01	6	42	United Kingdom
2011-04-01	7	1	France
2011-04-01	7	2	Germany
2011-04-01	7	3	others
2011-04-01	7	37	United Kingdom
2011-04-01	8	1	Germany
2011-04-01	8	9	United Kingdom
2011-05-01	0	7	France
2011-05-01	0	5	Germany
2011-05-01	0	8	others
2011-05-01	0	192	United Kingdom
2011-05-01	1	1	others
2011-05-01	1	23	United Kingdom
2011-05-01	2	2	France
2011-05-01	2	1	others
2011-05-01	2	23	United Kingdom
2011-05-01	3	1	Germany
2011-05-01	3	2	others
2011-05-01	3	24	United Kingdom
2011-05-01	4	2	Germany
2011-05-01	4	36	United Kingdom
2011-05-01	5	3	France
2011-05-01	5	2	others
2011-05-01	5	36	United Kingdom
2011-05-01	6	3	France
2011-05-01	6	1	others
2011-05-01	6	47	United Kingdom
2011-05-01	7	1	France
2011-05-01	7	10	United Kingdom
2011-06-01	0	4	France
2011-06-01	0	4	Germany
2011-06-01	0	19	others
2011-06-01	0	171	United Kingdom
2011-06-01	1	1	Germany
2011-06-01	1	2	others
2011-06-01	1	26	United Kingdom
2011-06-01	2	1	France
2011-06-01	2	2	Germany
2011-06-01	2	1	others
2011-06-01	2	21	United Kingdom
2011-06-01	3	1	France
2011-06-01	3	1	Germany
2011-06-01	3	8	others
2011-06-01	3	31	United Kingdom
2011-06-01	4	1	France
2011-06-01	4	1	Germany
2011-06-01	4	4	others
2011-06-01	4	32	United Kingdom
2011-06-01	5	2	France
2011-06-01	5	1	Germany
2011-06-01	5	4	others
2011-06-01	5	37	United Kingdom
2011-06-01	6	1	France
2011-06-01	6	2	others
2011-06-01	6	14	United Kingdom
2011-07-01	0	1	France
2011-07-01	0	6	Germany
2011-07-01	0	10	others
2011-07-01	0	142	United Kingdom
2011-07-01	1	1	Germany
2011-07-01	1	15	United Kingdom
2011-07-01	2	1	Germany
2011-07-01	2	24	United Kingdom
2011-07-01	3	2	Germany
2011-07-01	3	1	others
2011-07-01	3	23	United Kingdom
2011-07-01	4	2	Germany
2011-07-01	4	2	others
2011-07-01	4	25	United Kingdom
2011-07-01	5	1	France
2011-07-01	5	1	Germany
2011-07-01	5	11	United Kingdom
2011-08-01	0	4	France
2011-08-01	0	3	Germany
2011-08-01	0	9	others
2011-08-01	0	106	United Kingdom
2011-08-01	1	12	United Kingdom
2011-08-01	2	4	others
2011-08-01	2	16	United Kingdom
2011-08-01	3	1	France
2011-08-01	3	3	others
2011-08-01	3	21	United Kingdom
2011-08-01	4	1	France
2011-08-01	4	1	others
2011-08-01	4	3	United Kingdom
2011-09-01	0	7	France
2011-09-01	0	4	Germany
2011-09-01	0	10	others
2011-09-01	0	213	United Kingdom
2011-09-01	1	1	France
2011-09-01	1	3	others
2011-09-01	1	33	United Kingdom
2011-09-01	2	3	France
2011-09-01	2	1	others
2011-09-01	2	45	United Kingdom
2011-09-01	3	1	others
2011-09-01	3	18	United Kingdom
2011-10-01	0	4	France
2011-10-01	0	10	Germany
2011-10-01	0	17	others
2011-10-01	0	257	United Kingdom
2011-10-01	1	1	France
2011-10-01	1	1	Germany
2011-10-01	1	1	others
2011-10-01	1	55	United Kingdom
2011-10-01	2	1	Germany
2011-10-01	2	1	others
2011-10-01	2	20	United Kingdom
2011-11-01	0	3	France
2011-11-01	0	5	Germany
2011-11-01	0	11	others
2011-11-01	0	278	United Kingdom
2011-11-01	1	1	others
2011-11-01	1	15	United Kingdom
2011-12-01	0	2	France
2011-12-01	0	1	Germany
2011-12-01	0	2	others
2011-12-01	0	42	United Kingdom
